Subdistt,Town/Village,Ward,EB,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,Level
0,0,0,0,128208,551731,275436,276295,54014,27772,26242,9461,4634,4827,87639,43263,44376,431271,227143,204128,120460,48293,72167,215536,152986,62550,164519,122042,42477,20546,12353,8193,8024,4704,3320,4284,3264,1020,131665,101721,29944,51017,30944,20073,5729,3121,2608,12484,6332,6152,2115,1060,1055,30689,20431,10258,38957,24120,14837,4232,2364,1868,8589,4431,4158,1479,817,662,24657,16508,8149,12060,6824,5236,1497,757,740,3895,1901,1994,636,243,393,6032,3923,2109,336195,122450,213745,1
0,0,0,0,234033,1026459,563513,462946,115164,61254,53910,194112,103580,90532,0,0,0,785477,452594,332883,240982,110919,130063,391786,317495,74291,374246,306834,67412,1768,1528,240,1258,1053,205,4114,3204,910,367106,301049,66057,17540,10661,6879,353,180,173,261,200,61,568,205,363,16358,10076,6282,14718,8848,5870,338,173,165,230,175,55,413,148,265,13737,8352,5385,2822,1813,1009,15,7,8,31,25,6,155,57,98,2621,1724,897,634673,246018,388655,1
0,0,0,0,117486,595450,297572,297878,77944,39895,38049,5782,3071,2711,418970,199171,219799,469851,238243,231608,125599,59329,66270,212161,141897,70264,190616,130090,60526,7068,4205,2863,3220,2202,1018,1257,831,426,179071,122852,56219,21545,11807,9738,1287,509,778,2921,1520,1401,477,222,255,16860,9556,7304,18366,10101,8265,1118,431,687,2186,1109,1077,360,165,195,14702,8396,6306,3179,1706,1473,169,78,91,735,411,324,117,57,60,2158,1160,998,383289,155675,227614,1
0,0,0,0,60956,243247,150301,92946,26934,14144,12790,6124,3151,2973,15363,7771,7592,188406,124643,63763,54841,25658,29183,121271,107434,13837,116435,104614,11821,1649,1300,349,491,272,219,380,295,85,113915,102747,11168,4836,2820,2016,667,192,475,281,90,191,304,37,267,3584,2501,1083,3575,1923,1652,593,169,424,226,72,154,235,30,205,2521,1652,869,1261,897,364,74,23,51,55,18,37,69,7,62,1063,849,214,121976,42867,79109,1
0,0,0,0,6773558,34694609,17799159,16895450,4824903,2521455,2303448,2281573,1176107,1105466,8021848,4042691,3979157,21420842,12467643,8953199,13273767,5331516,7942251,15570092,10171584,5398508,11878120,9141339,2736781,4571337,3919258,652079,4207186,2799674,1407512,116105,88193,27912,2983492,2334214,649278,3691972,1030245,2661727,680120,160255,519865,2274109,611948,1662161,51799,16731,35068,685944,241311,444633,3304468,894380,2410088,596183,133743,462440,2048530,536950,1511580,44673,14189,30484,615082,209498,405584,387504,135865,251639,83937,26512,57425,225579,74998,150581,7126,2542,4584,70862,31813,39049,19124517,7627575,11496942,1
0,0,0,0,93288,456999,242797,214202,49218,25061,24157,20335,10496,9839,167146,86059,81087,321930,184245,137685,135069,58552,76517,243785,148186,95599,173682,119014,54668,82111,50224,31887,11154,6858,4296,2155,1474,681,78262,60458,17804,70103,29172,40931,34421,12645,21776,13726,5439,8287,1892,682,1210,20064,10406,9658,48012,19719,28293,22080,7835,14245,9815,3773,6042,1202,410,792,14915,7701,7214,22091,9453,12638,12341,4810,7531,3911,1666,2245,690,272,418,5149,2705,2444,213214,94611,118603,1
0,0,0,0,170770,688552,371528,317024,65076,34605,30471,122717,64228,58489,17734,9222,8512,568000,314769,253231,120552,56759,63793,270038,207015,63023,240392,191115,49277,5585,4041,1544,2350,1772,578,5189,4110,1079,227268,181192,46076,29646,15900,13746,7895,2159,5736,2409,1487,922,1332,579,753,18010,11675,6335,23508,13017,10491,5174,1383,3791,1966,1213,753,1063,462,601,15305,9959,5346,6138,2883,3255,2721,776,1945,443,274,169,269,117,152,2705,1716,989,418514,164513,254001,1
0,0,0,0,1312510,6176050,3110345,3065705,712822,372854,339968,1606535,812072,794463,374392,186896,187496,4471736,2437821,2033915,1704314,672524,1031790,3289384,1836358,1453026,1822109,1247874,574235,914201,510886,403315,66318,44463,21855,27502,20466,7036,814088,672059,142029,1467275,588484,878791,1134381,389068,745313,103961,55338,48623,24696,12012,12684,204237,132066,72171,1001552,404162,597390,751843,246958,504885,79035,43438,35597,17289,9170,8119,153385,104596,48789,465723,184322,281401,382538,142110,240428,24926,11900,13026,7407,2842,4565,50852,27470,23382,2886666,1273987,1612679,1
0,0,0,0,215403,906814,463704,443110,90597,46688,43909,15988,7993,7995,61636,29685,31951,734216,388680,345536,172598,75024,97574,361712,266550,95162,311534,234925,76609,3516,2513,1003,2734,1828,906,6496,4687,1809,298788,225897,72891,50178,31625,18553,1563,861,702,3518,1952,1566,1813,806,1007,43284,28006,15278,41889,26183,15706,1337,747,590,2516,1366,1150,1464,679,785,36572,23391,13181,8289,5442,2847,226,114,112,1002,586,416,349,127,222,6712,4615,2097,545102,197154,347948,1
0,0,0,0,208667146,1020483097,524582796,495900301,142710738,74309022,68401715,177385380,91209034,86176345,99264321,49879991,49384330,621861782,357322625,264539157,398621314,167260170,231361143,414673805,278881523,135792282,303654155,225193906,78460248,94375613,71780719,22594893,83539299,53430487,30108811,9764813,5839631,3925182,115974429,94143067,21831361,111019650,53687616,57332033,22553133,9534570,13018563,57091320,26883592,30207728,5348197,1962160,3386037,26026998,15307294,10719704,89990646,44275866,45714779,17578592,7468870,10109722,46975892,22497909,24477982,4061815,1523917,2537898,21374345,12785168,8589176,21029004,9411750,11617254,4974541,2065700,2908841,10115428,4385682,5729746,1286381,438242,848139,4652653,2522125,2130527,605809291,245701272,360108019,0
0,0,0,0,246720017,1197886855,616547673,581339181,163029930,84972741,78057188,199743970,102695648,97048322,104185947,52365523,51820423,753980968,429488345,324492623,443905886,187059327,256846558,477310181,328325543,148984638,358552528,269939123,88613404,95835682,72979506,22856176,85989590,55131513,30858077,12157870,7424886,4732984,164569384,134403217,30166167,118757653,58386419,60371234,22845029,9684814,13160215,58091846,27445410,30646435,5960599,2217124,3743475,31860177,19039070,12821107,96582581,48295731,48286849,17829401,7600882,10228519,47803096,22970888,24832208,4549377,1729322,2820054,26400705,15994637,10406068,22175072,10090688,12084384,5015628,2083932,2931696,10288749,4474521,5814227,1411222,487801,923420,5459471,3044432,2415039,720576673,288222130,432354542,0
0,0,0,0,242166702,1176659145,605543375,571115769,160598584,83696746,76901838,197068595,101321187,95747407,103597037,52068110,51528926,738171902,420853167,317318734,438487242,184690208,253797034,469815262,322409189,147406072,351983520,264585018,87398502,95660974,72836062,22824911,85696394,54927973,30768421,11871523,7235198,4636324,158754627,129585783,29168844,117831742,57824171,60007570,22810102,9666836,13143265,57972125,27378184,30593941,5887321,2186615,3700705,31162193,18592534,12569658,95793805,47814723,47979082,17799389,7585085,10214304,47704115,22914293,24789822,4491037,1704744,2786292,25799263,15610600,10188663,22037936,10009447,12028488,5010712,2081750,2928961,10268010,4463891,5804118,1396284,481871,914412,5362929,2981934,2380995,706843882,283134186,423709696,0
0,0,0,0,189545290,931336368,478369749,452966618,132500190,68950423,63549767,166150019,85436924,80713094,96791167,48630992,48160174,555470892,321058804,234412088,375865475,157310944,218554530,383198553,254035529,129163023,276067307,202709096,73358210,93641917,71178320,22463597,82308008,52575709,29732299,8562283,5043028,3519255,91555097,73912038,17643058,107131246,51326433,55804812,22406454,9459072,12947381,56588549,26601274,29987275,5040460,1834038,3206422,23095782,13432048,9663733,86678149,42255854,44422294,17452559,7402533,10050025,46560215,22260234,24299981,3816812,1420699,2396112,18848561,11172386,7676175,20453096,9070578,11382518,4953894,2056538,2897356,10028333,4341039,5687293,1223648,413338,810309,4247220,2259662,1987558,548137814,224334219,323803594,0
0,0,0,0,222203507,1083590063,557297009,526293054,149938784,78102374,71836409,185338891,95295111,90043780,101015067,50764157,50250909,668859890,382993781,285866108,414730172,174303227,240426945,436955135,296470001,140485134,323182883,241110902,82071980,94894996,72207158,22687838,84410929,54035585,30375343,10616083,6403546,4212537,133260873,108464612,24796260,113772252,55359098,58413153,22656968,9588016,13068952,57447232,27083444,30363787,5566044,2052857,3513187,28102006,16634780,11467226,92335562,45705833,46629729,17667811,7515830,10151981,47270149,22666160,24603989,4235253,1596985,2638268,23162347,13926857,9235490,21436689,9653265,11783424,4989157,2072185,2916971,10177083,4417284,5759798,1330790,455871,874918,4939658,2707923,2231735,646634927,260827008,385807919,0
0,0,0,0,224287738,1093306820,562334109,530972711,151051707,78686448,72365259,186563516,95924256,90639260,101284634,50900295,50384339,676096322,386946442,289149879,417210498,175387666,241822832,440385854,299178148,141207706,326189776,243561687,82628089,94974967,72272818,22702149,84545136,54128754,30416382,10747156,6490373,4256782,135922516,110669741,25252774,114196078,55616461,58579616,22672956,9596245,13076710,57502033,27114216,30387816,5599586,2066822,3532764,28421501,16839177,11582324,92696616,45926009,46770606,17681548,7523060,10158487,47315457,22692066,24623391,4261958,1608235,2653722,23437651,14102646,9335005,21499461,9690452,11809009,4991407,2073184,2918223,10186576,4422150,5764425,1337628,458586,879042,4983849,2736531,2247318,652920966,263155960,389765005,0
0,0,0,0,210680557,1029869688,529448739,500420948,143785844,74873249,68912595,178568393,91816801,86751591,99524729,50011503,49513226,628852326,361140977,267711348,401017361,168307761,232709599,417987952,281497650,136490301,306558876,227561415,78997461,94452866,71844148,22608718,83668946,53520490,30148455,9891432,5923508,3967923,118545631,96273268,22272363,111429075,53936234,57492840,22568578,9542520,13026058,57144259,26913318,30230941,5380600,1975650,3404949,26335637,15504745,10830891,90339431,44488561,45850870,17591863,7475855,10116007,47019660,22522935,24496724,4087613,1534785,2552827,21640294,12954984,8685310,21089643,9447673,11641970,4976715,2066664,2910050,10124599,4390382,5734216,1292987,440864,852122,4695342,2549761,2145581,611881735,247951088,363930647,0
0,0,0,0,212835616,1039916646,534657013,505259633,144936587,75477171,69459416,179834633,92467326,87367307,99803456,50152266,49651190,636334670,365227959,271106710,403581976,169429053,234152922,421535256,284297828,137237428,309667952,230095484,79572467,94535555,71912039,22623515,83807714,53616825,30190888,10026958,6013286,4013672,121297723,98553332,22744391,111867303,54202343,57664960,22585109,9551028,13034080,57200922,26945135,30255786,5415282,1990089,3425192,26665989,15716088,10949901,90712754,44716219,45996534,17606067,7483331,10122735,47066507,22549721,24516785,4115225,1546418,2568806,21924954,13136747,8788206,21154549,9486123,11668425,4979042,2067697,2911344,10134414,4395414,5739000,1300057,443671,856385,4741035,2579341,2161694,618381390,250359185,368022205,0
0,0,0,0,183565545,903458599,463918107,439540491,129307170,67274693,62032476,162636522,83631883,79004639,96017767,48240408,47777359,534709280,309718463,224990817,368749319,154199644,214549674,373355681,246265745,127089936,267440409,195677696,71762713,93412477,70989939,22422538,81922962,52308405,29614557,8186231,4793916,3392314,83918737,67585435,16333302,105915272,50588049,55327223,22360584,9435462,12925122,56431323,26512988,29918335,4944225,1793972,3150253,22179138,12845626,9333512,85642272,41624160,44018111,17413146,7381789,10031357,46430226,22185909,24244316,3740195,1388421,2351773,18058704,10668040,7390663,20273000,8963888,11309111,4947438,2053673,2893764,10001097,4327079,5674018,1204030,405550,798479,4120434,2177585,1942849,530102917,217652362,312450555,0
0,0,0,0,171073158,845218675,433726934,411491740,122636577,63773898,58862678,155296415,79860939,75435475,94402045,47424432,46977613,491335839,286027160,205308679,353882835,147699774,206183061,352792770,230033755,122759014,249417808,180988277,68429530,92933151,70596389,22336761,81118555,51749974,29368580,7400614,4273492,3127121,67965487,54368420,13597066,103374962,49045478,54329483,22264758,9386138,12878619,56102860,26328548,29774312,4743180,1710270,3032909,20264163,11620520,8643642,83478204,40304478,43173726,17330808,7338451,9992357,46158662,22030634,24128028,3580133,1320989,2259144,16408599,9614403,6794195,19896757,8740999,11155757,4933949,2047687,2886261,9944197,4297913,5646284,1163046,389281,773765,3855563,2006117,1849446,492425904,203693179,288732725,0
0,0,0,0,231312434,1126056187,579311153,546745033,154802702,80655008,74147693,190690991,98044726,92646265,102193184,51359133,50834051,700485994,400268491,300217503,425570192,179042661,246527530,451948753,308305691,143643062,336324212,251821814,84502398,95244501,72494118,22750383,84997469,54442769,30554699,11188923,6783017,4405905,144893318,118101908,26791409,115624540,56483877,59140663,22726841,9623980,13102860,57686734,27217930,30468803,5712638,2113889,3598749,29498327,17528076,11970250,93913510,46668090,47245420,17727848,7547430,10180418,47468162,22779379,24688782,4351964,1646154,2705809,24365535,14695125,9670410,21711030,9815786,11895243,4998992,2076550,2922442,10218571,4438550,5780021,1360674,467734,892939,5132791,2832950,2299840,674107434,271005462,403101971,0
0,0,0,0,244607807,1188039657,611442954,576596702,161902067,84380827,77521240,198502906,102058058,96444848,103912761,52227558,51685202,746647393,425482623,321164770,441392263,185960330,255431932,473833407,325581040,148252367,355505269,267455439,88049830,95754638,72912964,22841673,85853581,55037094,30816487,12025038,7336893,4688145,161872011,132168486,29703524,118328137,58125601,60202536,22828827,9676474,13152352,58036309,27414225,30622084,5926606,2202971,3723635,31536393,18831929,12704464,96216680,48072599,48144081,17815479,7593554,10221924,47757180,22944634,24812546,4522314,1717921,2804392,26121706,15816488,10305217,22111456,10053002,12058454,5013347,2082920,2930427,10279128,4469590,5809538,1404292,485050,919242,5414687,3015440,2399246,714206249,285861913,428344335,0
0,0,0,0,240994377,1171193726,602710140,568483585,159972595,83368220,76604374,196379776,100967310,95412465,103445413,51991537,51453876,734101601,418629901,315471700,437092125,184080239,253011885,467885573,320885928,146999645,350292222,263206516,87085705,95615992,72799130,22816862,85620906,54875568,30745338,11797798,7186360,4611437,157257524,128345457,28912067,117593351,57679411,59913939,22801109,9662207,13138901,57941301,27360876,30580425,5868454,2178760,3689693,30982486,18477566,12504919,95590722,47690880,47899842,17791663,7581018,10210644,47678631,22899721,24778909,4476016,1698416,2777599,25644412,15511723,10132688,22002628,9988531,12014097,5009446,2081188,2928257,10262670,4461154,5801515,1392438,480344,912093,5338073,2965843,2372230,703308152,281824212,421483940,0
0,0,0,0,216976288,1059220596,544664046,514556549,147147592,76637529,70510063,182267553,93717226,88550326,100338997,50422726,49916270,650711040,373080574,277630465,408509555,171583471,236926083,428350948,289678011,138672936,315641644,234964374,80677269,94694430,72042484,22651946,84074339,53801920,30272419,10287356,6185784,4101571,126585517,102934186,23651331,112709304,54713637,57995667,22616871,9567377,13049494,57309793,27006269,30303523,5481920,2017833,3464086,27300719,16122156,11178562,91430046,45153635,46276411,17633358,7497696,10135662,47156518,22601188,24555330,4168278,1568769,2599509,22471890,13485981,8985909,21279257,9560001,11719255,4983512,2069681,2913831,10153274,4405081,5748193,1313641,449063,864577,4828828,2636175,2192652,630869647,254986034,375883612,0
0,0,0,0,174932393,863210556,443053801,420156755,124697303,64855388,59841914,157563972,81025885,76538086,94901185,47676509,47224676,504735063,293346041,211389021,358475492,149707759,208767733,359145207,235048254,124096953,254985475,185526234,69459240,93081227,70717967,22363260,81367058,51922488,29444569,7643312,4434265,3209046,72893876,58451512,14442363,104159732,49522020,54637712,22294361,9401376,12892985,56204331,26385527,29818804,4805288,1736128,3069160,20855750,11998988,8856762,84146743,40712163,43434579,17356245,7351839,10004405,46242556,22078603,24163952,3629581,1341820,2287760,16918361,9939900,6978460,20012989,8809856,11203132,4938116,2049536,2888579,9961775,4306923,5654851,1175707,394307,781400,3937389,2059088,1878301,504065348,208005546,296059802,0
0,0,0,0,175770946,867119916,445080386,422039530,125145067,65090379,60054687,158056677,81279010,76777666,95009641,47731281,47278359,507646509,294936322,212710186,359473406,150144063,209329343,360525494,236137828,124387666,256195243,186512263,69682980,93113402,70744384,22369018,81421054,51959973,29461080,7696047,4469199,3226848,73964739,59338705,14626033,104330251,49625565,54704685,22300793,9404687,12896106,56226379,26397907,29828472,4818783,1741746,3077036,20984293,12081223,8903069,84292006,40800747,43491259,17361772,7354748,10007023,46260784,22089026,24171758,3640325,1346347,2293977,17029124,10010625,7018498,20038244,8824817,11213426,4939021,2049938,2889083,9965595,4308881,5656713,1178458,395399,783059,3955169,2070598,1884570,506594421,208942558,297651863,0
0,0,0,0,233648851,1136948639,584957725,551990914,156050285,81309752,74740532,192063791,98749995,93313796,102495368,51511743,50983625,708598009,404699410,303898599,428350629,180258314,248092314,455794577,311341515,144453062,339694929,254569135,85125794,95334148,72567722,22766425,85147915,54547211,30600704,11335855,6880351,4455503,147877010,120573850,27303160,116099648,56772379,59327268,22744763,9633205,13111557,57748165,27252425,30495739,5750239,2129543,3620695,29856479,17757204,12099275,94318250,46914907,47403343,17743248,7555536,10187712,47518951,22808420,24710531,4381899,1658766,2723133,24674150,14892184,9781965,21781397,9857472,11923924,5001515,2077669,2923845,10229213,4444005,5785208,1368339,470777,897561,5182329,2865020,2317309,681154061,273616209,407537851,0
0,0,0,0,245843283,1193799489,614428811,579370677,162561778,84727050,77834727,199228830,102430998,96797832,104072553,52308257,51764296,750936955,427825654,323111300,442862534,186603157,256259376,475867045,327186357,148680688,357287675,268908198,88379476,95802042,72951886,22850156,85933136,55092322,30840814,12102734,7388362,4714372,163449761,133475627,29974133,118579370,58278159,60301211,22838304,9681352,13156951,58068794,27432466,30636327,5946490,2211249,3735240,31725781,18953090,12772691,96430703,48203113,48227589,17823622,7597840,10225781,47784038,22959991,24824046,4538144,1724590,2813553,26284898,15920691,10364207,22148666,10075045,12073621,5014681,2083512,2931169,10284756,4472475,5812281,1408345,486659,921686,5440882,3032398,2408484,717932443,287242453,430689989,0
0,0,0,0,223186094,1088170916,559671691,528499224,150463459,78377729,72085729,185916226,95591714,90324512,101142151,50828338,50313813,672271422,384857217,287414204,415899493,174814473,241085019,438572508,297746726,140825782,324600448,242266296,82334151,94932697,72238112,22694585,84474199,54079508,30394691,10677876,6444480,4233396,134515674,109504195,25011479,113972060,55480429,58491630,22664505,9591895,13072610,57473067,27097951,30375115,5581857,2059440,3522416,28252628,16731141,11521487,92505777,45809632,46696144,17674287,7519239,10155048,47291509,22678373,24613136,4247843,1602289,2645554,23292136,14009730,9282405,21466282,9670796,11795486,4990217,2072656,2917561,10181558,4419578,5761979,1334014,457151,876862,4960492,2721410,2239082,649598407,261924965,387673442,0
0,0,0,0,200052523,980321438,503763270,476558168,138110765,71894910,66215855,172323717,88608630,83715086,98150136,49317302,48832833,591951899,340985343,250966555,388369539,162777926,225591612,400493831,267688108,132805722,291225952,215064232,76161720,94045074,71509331,22535743,82984588,53045400,29939188,9223059,5480752,3742307,104973230,85028749,19944481,109267878,52623875,56644002,22487052,9500557,12986495,56864816,26756404,30108411,5209558,1904439,3305118,24706451,14462473,10243977,88498327,43365827,45132499,17521813,7438985,10082828,46788624,22390834,24397790,3951438,1477416,2474022,20236450,12058591,8177858,20769551,9258048,11511502,4965239,2061572,2903667,10076191,4365570,5710621,1258119,427022,831096,4470000,2403882,2066118,579827607,236075161,343752445,0
0,0,0,0,227552574,1108527595,570224452,538303142,152795040,79601367,73193673,188481824,96909777,91572047,101706897,51113547,50593349,687431799,393138070,294293728,421095795,177086382,244009413,445759890,303420315,142339575,330899912,247400708,83499203,95100237,72375670,22724566,84755365,54274697,30480667,10952474,6626384,4326089,140091835,114123955,25967879,114859978,56019606,58840372,22698000,9609135,13088864,57587875,27162419,30425456,5652129,2088697,3563431,28921973,17159353,11762619,93262186,46270902,46991283,17703067,7534387,10168680,47386429,22732646,24653782,4303789,1625859,2677930,23868900,14378010,9490889,21597791,9748703,11849088,4994932,2074748,2920184,10201446,4429772,5771673,1348339,462838,885501,5053072,2781343,2271729,662767704,266804137,395963566,0
0,0,0,0,235648451,1146270842,589790290,556480552,157118017,81870109,75247907,193238689,99353593,93885096,102753989,51642352,51111637,715540601,408491570,307049030,430730241,181298719,249431521,459085990,313939697,145146293,342579726,256920404,85659321,95410872,72630716,22780155,85276673,54636596,30640076,11461605,6963653,4497952,150430575,122689438,27741137,116506264,57019292,59486972,22760101,9641100,13119001,57800741,27281948,30518792,5782419,2142941,3639478,30163001,17953301,12209699,94664643,47126142,47538500,17756427,7562473,10193954,47562419,22833274,24729145,4407520,1669559,2737960,24938275,15060835,9877439,21841621,9893149,11948471,5003674,2078627,2925046,10238321,4448673,5789647,1374899,473382,901517,5224726,2892466,2332260,687184851,275850593,411334258,0
0,0,0,0,220644326,1076321112,553528835,522792276,149106224,77665439,71440785,184422769,94824458,89598311,100813408,50662315,50151093,663446432,380036859,283409572,412874680,173491975,239382704,434388669,294444079,139944590,320933474,239277509,81655964,94835171,72158038,22677132,84310530,53965887,30344643,10518030,6338592,4179438,131269741,106814991,24454750,113455194,55166569,58288625,22645008,9581859,13063148,57406237,27060424,30345812,5540951,2042410,3498541,27862997,16481874,11381123,92065464,45541123,46524341,17657534,7510421,10147113,47236255,22646780,24589475,4215276,1588569,2626707,22956397,13795352,9161045,21389730,9625446,11764283,4987473,2071438,2916034,10169981,4413644,5756336,1325675,453841,871834,4906600,2686522,2220077,641932442,259084756,382847686,0
0,0,0,0,226777217,1104912852,568350595,536562257,152381020,79384085,72996935,188026250,96675728,91350521,101606615,51062902,50543712,684739766,391667636,293072129,420173086,176682958,243490127,444483624,302412853,142070770,329781314,246488989,83292324,95070487,72351244,22719243,84705438,54240037,30465400,10903713,6594083,4309630,139101674,113303623,25798050,114702310,55923864,58778445,22692052,9606074,13085978,57567489,27150971,30416517,5639651,2083502,3556148,28803117,17083315,11719801,93127870,46188995,46938875,17697957,7531697,10166259,47369574,22723009,24646565,4293855,1621673,2672181,23766484,14312614,9453869,21574439,9734869,11839570,4994095,2074377,2919718,10197915,4427962,5769952,1345795,461828,883967,5036633,2770701,2265932,660429227,265937741,394491486,0
0,0,0,0,205603646,1006200960,517179034,489021925,141074913,73450525,67624388,175585370,90284289,85301081,98868099,49679890,49188209,611225343,351512822,259712520,394975617,165666211,229309405,409631176,274900963,134730213,299234484,221591630,77642854,94258068,71684209,22573858,83342034,53293544,30048490,9572156,5712008,3860148,112062224,90901868,21160356,110396692,53309333,57087358,22529634,9522475,13007159,57010772,26838362,30172409,5298895,1941633,3357261,25557390,15006862,10550528,89459953,43952241,45507711,17558400,7458242,10100158,46909296,22459832,24449464,4022563,1507381,2515182,20969691,12526785,8442905,20936738,9357091,11579647,4971233,2064232,2907001,10101475,4378530,5722945,1276331,434252,842078,4587699,2480076,2107622,596569783,242278071,354291711,0
0,0,0,0,238102476,1157711588,595721093,561990494,158428399,82557811,75870588,194680592,100094363,94586229,103071384,51802644,51268740,724060951,413145529,310915422,433650637,182575564,251075072,463125402,317128335,145997067,346120115,259806018,86314097,95505031,72708026,22797005,85434692,54746295,30688396,11615933,7065886,4550047,153564457,125285810,28278647,117005287,57322317,59682969,22778926,9650789,13128136,57865264,27318179,30547085,5821913,2159384,3662529,30539182,18193963,12345218,95089756,47385383,47704372,17772602,7570986,10201615,47615766,22863776,24751989,4438963,1682806,2756156,25262424,15267813,9994610,21915530,9936934,11978596,5006323,2079803,2926520,10249498,4454403,5795095,1382950,476578,906372,5276757,2926149,2350608,694586185,278592758,415993427,0
0,0,0,0,184612939,908341582,466449411,441892170,129866449,67568209,62298240,163251935,83948048,79303887,96153233,48308821,47844412,538345819,311704801,226641017,369995762,154744610,215251152,375079728,247626676,127453052,268951469,196909294,72042175,93452665,71022935,22429730,81990406,52355225,29635180,8252099,4837550,3414549,85256298,68693583,16562714,106128258,50717382,55410876,22368619,9439597,12929021,56458862,26528452,29930410,4961082,1800990,3160091,22339695,12948341,9391353,85823713,41734806,44088907,17420050,7385422,10034627,46452994,22198927,24254066,3753615,1394075,2359539,18197053,10756380,7440672,20304545,8982576,11321969,4948568,2054175,2894393,10005867,4329524,5676343,1207466,406914,800551,4142642,2191961,1950680,533261853,218822735,314439118,0
0,0,0,0,243471353,1182741472,608696412,574045060,161295232,84062354,77232878,197835164,101715008,96120155,103765776,52153328,51612448,742701638,423327385,319374252,440039834,185369026,254670807,471962764,324104388,147858375,353865723,266119117,87746605,95711033,72877163,22833870,85780403,54986293,30794110,11953569,7289549,4664020,160420716,130966112,29454604,118097041,57985271,60111770,22820109,9671987,13148122,58006428,27397446,30608982,5908317,2195357,3712960,31362185,18720479,12641705,96019811,47952545,48067266,17807988,7589611,10218377,47732476,22930509,24801967,4507753,1711787,2795966,25971593,15720637,10250955,22077229,10032725,12044504,5012120,2082375,2929745,10273952,4466937,5807015,1400564,483570,916993,5390591,2999842,2390749,710778707,284592023,426186684,0
0,0,0,0,169673596,838693868,430344520,408349348,121889249,63381693,58507556,154474079,79438469,75035610,94221031,47333015,46888015,486476572,283372947,203103625,352217295,146971572,205245722,350489041,228215233,122273807,247398678,179342574,68056103,92879450,70552298,22327152,81028435,51687412,29341023,7312598,4215187,3097410,66178193,52887675,13290517,103090362,48872659,54217703,22254022,9380612,12873409,56066062,26307885,29758176,4720656,1700892,3019763,20049622,11483267,8566354,83235756,40156630,43079126,17321584,7333595,9987988,46128238,22013238,24114999,3562201,1313434,2248766,16223732,9496360,6727371,19854605,8716028,11138576,4932438,2047017,2885421,9937823,4294646,5643176,1158454,387458,770996,3825889,1986906,1838982,488204827,202129286,286075540,0
0,0,0,0,187035736,919636744,472304745,447331998,131160157,68247160,62912997,164675490,84679392,79996097,96466590,48467073,47999516,546757747,316299538,230458209,372878996,156005207,216873789,379067738,250774739,128292999,272446807,199758188,72688619,93545627,71099261,22446365,82146414,52463528,29682886,8404463,4938482,3465981,88350302,71256916,17093385,106620931,51016551,55604380,22387203,9449163,12938040,56522565,26564222,29958342,5000073,1817223,3182849,22711089,13185941,9525147,86243416,41990747,44252668,17436018,7393827,10042191,46505662,22229041,24276620,3784658,1407153,2377504,18517077,10960724,7556353,20377514,9025803,11351711,4951184,2055335,2895849,10016903,4335180,5681722,1215415,410070,805344,4194011,2225216,1968794,540569005,221530006,319038999,0
0,0,0,0,184686763,908685752,466627827,442057925,129905869,67588897,62316972,163295312,83970333,79324979,96162782,48313643,47849138,538602136,311844806,226757329,370083616,154783021,215300595,375201245,247722599,127478645,269057974,196996101,72061872,93455498,71025261,22430237,81995159,52358525,29636634,8256742,4840625,3416116,85350574,68771689,16578884,106143270,50726498,55416772,22369185,9439889,12929296,56460803,26529541,29931261,4962270,1801485,3160784,22351011,12955581,9395430,85836501,41742604,44093897,17420536,7385678,10034857,46454599,22199845,24254754,3754561,1394474,2360087,18206804,10762606,7444197,20306768,8983893,11322875,4948648,2054210,2894438,10006204,4329696,5676507,1207708,407011,800697,4144207,2192975,1951232,533484507,218905227,314579279,0
