Subdistt,Town/Village,Ward,EB,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,Level
0,0,0,0,172339,834154,411702,422452,101411,52041,49370,49479,24588,24891,111614,54423,57191,625617,329724,295893,208537,81978,126559,345449,205323,140126,260681,172653,88028,38287,28233,10054,9401,5399,4002,17517,5542,11975,195476,133479,61997,84768,32670,52098,12207,5668,6539,14873,4836,10037,16321,2633,13688,41367,19533,21834,67658,26784,40874,9528,4363,5165,10341,3520,6821,12879,1996,10883,34910,16905,18005,17110,5886,11224,2679,1305,1374,4532,1316,3216,3442,637,2805,6457,2628,3829,488705,206379,282326,1
0,0,0,0,58530,237093,126287,110806,26415,13370,13045,0,0,0,26715,13837,12878,178025,99960,78065,59068,26327,32741,94469,74670,19799,72366,60411,11955,12706,10564,2142,2562,2241,321,1017,717,300,56081,46889,9192,22103,14259,7844,3479,1800,1679,2058,1373,685,2263,1256,1007,14303,9830,4473,17196,11280,5916,2778,1530,1248,1575,1092,483,1710,978,732,11133,7680,3453,4907,2979,1928,701,270,431,483,281,202,553,278,275,3170,2150,1020,142624,51617,91007,1
0,0,0,0,76458,343709,193760,149949,50895,26431,24464,6186,3339,2847,178564,88844,89720,223230,142521,80709,120479,51239,69240,157161,119293,37868,130299,109125,21174,22707,16486,6221,6184,3119,3065,1566,1151,415,99842,88369,11473,26862,10168,16694,5457,1810,3647,11615,2334,9281,629,218,411,9161,5806,3355,22915,8364,14551,4742,1462,3280,9763,1845,7918,541,185,356,7869,4872,2997,3947,1804,2143,715,348,367,1852,489,1363,88,33,55,1292,934,358,186548,74467,112081,1
0,0,0,0,302450,1247953,612511,635442,132858,67527,65331,196325,95512,100813,0,0,0,957309,497378,459931,290644,115133,175511,444968,332931,112037,399689,306409,93280,10763,9187,1576,50607,33410,17197,6373,3520,2853,331946,260292,71654,45279,26522,18757,1336,846,490,17784,9384,8400,1519,527,992,24640,15765,8875,35827,21411,14416,1082,689,393,13607,7396,6211,1116,392,724,20022,12934,7088,9452,5111,4341,254,157,97,4177,1988,2189,403,135,268,4618,2831,1787,802985,279580,523405,1
0,0,0,0,168612897,833748852,427781058,405967794,121322865,63084449,58238416,153850848,79118287,74732561,94083844,47263733,46820111,482793835,281361374,201432461,350955017,146419684,204535333,348743092,226837013,121906079,245868421,178095330,67773091,92838752,70518883,22319869,80960135,51639997,29320138,7245894,4171000,3074894,64823640,51765450,13058190,102874671,48741683,54132988,22245886,9376425,12869461,56038173,26292225,29745948,4703586,1693786,3009800,19887026,11379247,8507779,83052011,40044579,43007432,17314593,7329916,9984677,46105181,22000055,24105126,3548611,1307709,2240902,16083626,9406899,6676727,19822660,8697104,11125556,4931293,2046509,2884784,9932992,4292170,5640822,1154975,386077,768898,3803400,1972348,1831052,485005760,200944045,284061715,0
0,0,0,0,6254781,32988134,16930315,16057819,5389495,2767147,2622348,3985644,2043458,1942186,8645042,4315407,4329635,18328069,10882519,7445550,14660065,6047796,8612269,13098274,8424769,4673505,6818595,5234442,1584153,2001362,1443959,557403,1238774,829585,409189,249048,142652,106396,3329411,2818246,511165,6279679,3190327,3089352,1813470,847223,966247,3197278,1512115,1685163,206114,82823,123291,1062817,748166,314651,4953539,2644953,2308586,1413020,692572,720448,2520760,1256606,1264154,156142,66038,90104,863617,629737,233880,1326140,545374,780766,400450,154651,245799,676518,255509,421009,49972,16785,33187,199200,118429,80771,19889860,8505546,11384314,1
0,0,0,0,222853,1097206,555339,541867,168531,85561,82970,1218,807,411,1036115,516294,519821,848175,438529,409646,249031,116810,132221,486705,290740,195965,415030,263305,151725,202514,121598,80916,26464,16601,9863,5459,3109,2350,180593,121997,58596,71675,27435,44240,27089,7884,19205,15323,5887,9436,2393,785,1608,26870,12879,13991,53724,19626,34098,19136,4954,14182,11554,4196,7358,1831,595,1236,21203,9881,11322,17951,7809,10142,7953,2930,5023,3769,1691,2078,562,190,372,5667,2998,2669,610501,264599,345902,1
0,0,0,0,36021,143488,76584,66904,14463,7400,7063,0,0,0,1815,894,921,116256,64417,51839,27232,12167,15065,58066,46219,11847,53544,43208,10336,291,252,39,118,99,19,373,252,121,52762,42605,10157,4522,3011,1511,91,47,44,43,31,12,74,37,37,4314,2896,1418,3903,2576,1327,86,44,42,39,29,10,68,33,35,3710,2470,1240,619,435,184,5,3,2,4,2,2,6,4,2,604,426,178,85422,30365,55057,1
0,0,0,0,2710,14141,7243,6898,1815,950,865,0,0,0,13463,6752,6711,11288,5949,5339,2853,1294,1559,4653,3787,866,2225,1878,347,0,0,0,0,0,0,20,9,11,2205,1869,336,2428,1909,519,0,0,0,0,0,0,73,17,56,2355,1892,463,1921,1543,378,0,0,0,0,0,0,60,11,49,1861,1532,329,507,366,141,0,0,0,0,0,0,13,6,7,494,360,134,9488,3456,6032,1
0,0,0,0,25685942,155317278,80992995,74324283,25040583,13135595,11904988,35685227,18663920,17021307,1031076,526315,504761,85284680,51793688,33490992,70032598,29199307,40833291,51950980,38352879,13598101,33538817,27812347,5726470,15103331,13299811,1803520,9094209,7205459,1888750,1485130,962736,522394,7856147,6344341,1511806,18412163,10540532,7871631,3397651,1730473,1667178,9816370,5752374,4063996,1202720,532160,670560,3995422,2525525,1469897,14491868,8531773,5960095,2584473,1355428,1229045,7740137,4685254,3054883,890292,403454,486838,3276966,2087637,1189329,3920295,2008759,1911536,813178,375045,438133,2076233,1067120,1009113,312428,128706,183722,718456,437888,280568,103366298,42640116,60726182,1
0,0,0,0,270577,1383727,713912,669815,212188,107624,104564,0,0,0,951821,468390,483431,766005,439868,326137,617722,274044,343678,587657,350273,237384,478721,301109,177612,248120,130008,118112,20259,11921,8338,4728,2772,1956,205614,156408,49206,108936,49164,59772,54603,22855,31748,15912,6456,9456,3637,1376,2261,34784,18477,16307,89305,40342,48963,43835,18493,25342,12948,5097,7851,2614,983,1631,29908,15769,14139,19631,8822,10809,10768,4362,6406,2964,1359,1605,1023,393,630,4876,2708,2168,796070,363639,432431,1
0,0,0,0,6567150,29093002,14964082,14128920,2760756,1417741,1343015,4368163,2239010,2129153,441838,221917,219921,22324502,11970613,10353889,6768500,2993469,3775031,10673874,8504867,2169007,9197145,7658364,1538781,122286,110343,11943,229143,198155,30988,643037,398759,244278,8202679,6951107,1251572,1476729,846503,630226,41859,21416,20443,115883,82060,33823,214559,68682,145877,1104428,674345,430083,1222464,698161,524303,37072,18495,18577,91338,65794,25544,170369,55070,115299,923685,558802,364883,254265,148342,105923,4787,2921,1866,24545,16266,8279,44190,13612,30578,180743,115543,65200,18419128,6459215,11959913,1
0,0,0,0,21022588,84580777,42442146,42138631,9142802,4714950,4427852,13878078,6913047,6965031,5918073,2969362,2948711,50556760,28251243,22305517,34024017,14190903,19833114,39422906,24185595,15237311,33037378,21460081,11577297,6087607,4183319,1904288,13201989,6787204,6414785,1164314,549534,614780,12583468,9940024,2643444,6385528,2725514,3660014,403915,173985,229930,3765765,1342818,2422947,274823,93558,181265,1941025,1115153,825872,5547424,2378533,3168891,348104,148236,199868,3285579,1178463,2107116,221173,74105,147068,1692568,977729,714839,838104,346981,491123,55811,25749,30062,480186,164355,315831,53650,19453,34197,248457,137424,111033,45157871,18256551,26901320,1
0,0,0,0,1425086,7036954,3519042,3517912,990776,521792,468984,1496665,761103,735562,264819,134691,130128,4614050,2596171,2017879,2422904,922871,1500033,2885533,1726674,1158859,1997332,1322523,674809,1027923,532558,495365,225529,177948,47581,46685,30064,16621,697195,581953,115242,888201,404151,484050,530707,188063,342644,147312,83961,63351,30255,11832,18423,179927,120295,59632,658831,306695,352136,379911,132488,247423,113491,67896,45595,22695,8966,13729,142734,97345,45389,229370,97456,131914,150796,55575,95221,33821,16065,17756,7560,2866,4694,37193,22950,14243,4151421,1792368,2359053,1
0,0,0,0,70367,317369,167901,149468,39899,20383,19516,0,0,0,161975,77765,84210,230103,130478,99625,87266,37423,49843,117342,85483,31859,101333,77180,24153,3483,2083,1400,1483,924,559,1357,843,514,95010,73330,21680,16009,8303,7706,1103,513,590,1130,591,539,972,365,607,12804,6834,5970,14206,7267,6939,936,443,493,902,458,444,839,303,536,11529,6063,5466,1803,1036,767,167,70,97,228,133,95,133,62,71,1275,771,504,200027,82418,117609,1
0,0,0,0,79574,419042,226321,192721,56716,31259,25457,82183,43818,38365,0,0,0,296600,174327,122273,122442,51994,70448,130227,111500,18727,118510,103568,14942,11842,10357,1485,6123,4835,1288,2660,2094,566,97885,86282,11603,11717,7932,3785,1772,923,849,2405,1638,767,624,264,360,6916,5107,1809,9599,6426,3173,1611,843,768,1850,1255,595,537,224,313,5601,4104,1497,2118,1506,612,161,80,81,555,383,172,87,40,47,1315,1003,312,288815,114821,173994,1
0,0,0,0,12744,60396,32395,28001,7438,3849,3589,2167,1108,1059,7617,3843,3774,43089,25529,17560,17307,6866,10441,23303,18862,4441,21435,18131,3304,1053,777,276,321,134,187,119,94,25,19942,17126,2816,1868,731,1137,601,161,440,230,59,171,213,18,195,824,493,331,1499,561,938,533,144,389,189,50,139,153,13,140,624,354,270,369,170,199,68,17,51,41,9,32,60,5,55,200,139,61,37093,13533,23560,1
0,0,0,0,548059,2966889,1491832,1475057,568536,288646,279890,17355,9157,8198,2555861,1269728,1286133,1785005,913879,871126,1181884,577953,603931,1185619,703709,481910,921575,585520,336055,411270,243805,167465,114642,70460,44182,11969,6459,5510,383694,264796,118898,264044,118189,145855,83405,33525,49880,83722,35882,47840,8519,2941,5578,88398,45841,42557,209361,93536,115825,65580,25635,39945,66049,28469,37580,6048,2113,3935,71684,37319,34365,54683,24653,30030,17825,7890,9935,17673,7413,10260,2471,828,1643,16714,8522,8192,1781270,788123,993147,1
0,0,0,0,18524982,72147030,36137975,36009055,7423832,3820276,3603556,14438445,7204687,7233758,794697,401068,393629,51837507,28040491,23797016,20309523,8097484,12212039,32884681,21434978,11449703,27942181,18961194,8980987,3855375,2512165,1343210,7234101,3808523,3425578,1119458,514637,604821,15733247,12125869,3607378,4942500,2473784,2468716,393082,220314,172768,2372446,1034184,1338262,245435,76495,168940,1931537,1142791,788746,4219345,2137221,2082124,348147,196962,151185,2040284,903104,1137180,187272,59371,127901,1643642,977784,665858,723155,336563,386592,44935,23352,21583,332162,131080,201082,58163,17124,41039,287895,165007,122888,39262349,14702997,24559352,1
0,0,0,0,7140,28991,17150,11841,4270,2282,1988,4974,2776,2198,0,0,0,19961,12752,7209,9030,4398,4632,12350,10664,1686,11683,10356,1327,401,378,23,138,113,25,105,74,31,11039,9791,1248,667,308,359,56,28,28,30,9,21,12,4,8,569,267,302,470,209,261,48,23,25,16,8,8,9,3,6,397,175,222,197,99,98,8,5,3,14,1,13,3,1,2,172,92,80,16641,6486,10155,1
0,0,0,0,8996487,34917440,17458910,17458530,3512530,1799726,1712804,4962970,2468684,2494286,134417,67890,66527,27335312,14374652,12960660,7582128,3084258,4497870,14023351,10220443,3802908,12603065,9408720,3194345,329001,235294,93707,981158,567976,413182,563839,271914,291925,10729067,8333536,2395531,1420286,811723,608563,33799,20874,12925,217288,112532,104756,99357,30015,69342,1069842,648302,421540,1208571,692356,516215,31109,19115,11994,181335,95326,86009,75642,22950,52692,920485,554965,365520,211715,119367,92348,2690,1759,931,35953,17206,18747,23715,7065,16650,149357,93337,56020,20894089,7238467,13655622,1
0,0,0,0,94551,380581,202871,177710,40878,20770,20108,0,0,0,28530,14731,13799,294281,164377,129904,86300,38494,47806,152535,120889,31646,125910,103619,22291,12997,10816,2181,2680,2340,340,1390,969,421,108843,89494,19349,26625,17270,9355,3570,1847,1723,2101,1404,697,2337,1293,1044,18617,12726,5891,21099,13856,7243,2864,1574,1290,1614,1121,493,1778,1011,767,14843,10150,4693,5526,3414,2112,706,273,433,487,283,204,559,282,277,3774,2576,1198,228046,81982,146064,1
0,0,0,0,3358113,17344192,9093476,8250716,1945502,1055297,890205,6496986,3396329,3100657,0,0,0,10997657,6158807,4838850,6346535,2934669,3411866,6179199,4995819,1183380,5107024,4417839,689185,1719356,1613978,105378,1078849,936572,142277,172769,114354,58415,2136050,1752935,383115,1072175,577980,494195,120645,55660,64985,395883,209593,186290,62482,22875,39607,493165,289852,203313,822598,461224,361374,89333,44854,44479,289772,165371,124401,46964,16882,30082,396529,234117,162412,249577,116756,132821,31312,10806,20506,106111,44222,61889,15518,5993,9525,96636,55735,40901,11164993,4097657,7067336,1
0,0,0,0,118511,570966,299177,271789,73589,37302,36287,0,0,0,404135,200676,203459,445771,239936,205835,125195,59241,65954,213762,143445,70317,173505,125820,47685,11856,5578,6278,2601,1639,962,2937,1676,1261,156111,116927,39184,40257,17625,22632,9063,3317,5746,4684,2085,2599,3642,1145,2497,22868,11078,11790,30660,13416,17244,6177,2089,4088,3409,1473,1936,2740,906,1834,18334,8948,9386,9597,4209,5388,2886,1228,1658,1275,612,663,902,239,663,4534,2130,2404,357204,155732,201472,1
0,0,0,0,117041,571771,286204,285567,75147,38072,37075,920,598,322,528648,258307,270341,484841,243129,241712,86930,43075,43855,234323,145649,88674,197206,128417,68789,32240,19689,12551,14016,9029,4987,3903,2110,1793,147047,97589,49458,37117,17232,19885,5169,1980,3189,8686,3904,4782,1447,539,908,21815,10809,11006,28581,12881,15700,3841,1424,2417,6431,2772,3659,1155,441,714,17154,8244,8910,8536,4351,4185,1328,556,772,2255,1132,1123,292,98,194,4661,2565,2096,337448,140555,196893,1
0,0,0,0,4365568,19607961,9797426,9810535,2924941,1479586,1445355,2511949,1258559,1253390,7231082,3577134,3653948,11008956,6403012,4605944,8599005,3394414,5204591,10063114,5522258,4540856,6365271,4114031,2251240,2957171,1998073,959098,2392521,1324306,1068215,79777,51647,28130,935802,740005,195797,3697843,1408227,2289616,943894,356557,587337,2502299,918942,1583357,42279,17554,24725,209371,115174,94197,2983202,1151107,1832095,739862,277855,462007,2065242,774024,1291218,32239,13458,18781,145859,85770,60089,714641,257120,457521,204032,78702,125330,437057,144918,292139,10040,4096,5944,63512,29404,34108,9544847,4275168,5269679,1
0,0,0,0,24421519,112374333,58243056,54131277,13326517,7035391,6291126,13275898,6767759,6508139,10510213,5315025,5195188,81554290,45257584,36296706,30820043,12985472,17834571,49427878,32616875,16811003,43762890,29989314,13773576,11478075,7181136,4296939,11068928,5846810,5222118,991310,606540,384770,20224577,16354828,3869749,5664988,2627561,3037427,1091298,411177,680121,2417212,927728,1489484,234116,84215,149901,1922362,1204441,717921,4828248,2239979,2588269,910274,337726,572548,2102263,808648,1293615,179677,65772,113905,1636034,1027833,608201,836740,387582,449158,181024,73451,107573,314949,119080,195869,54439,18443,35996,286328,176608,109720,62946455,25626181,37320274,1
0,0,0,0,985594,4398542,2260454,2138088,450807,231899,218908,405560,206650,198910,218966,109679,109287,3492541,1862446,1630095,906001,398008,507993,1601407,1283708,317699,1376108,1154468,221640,31555,27805,3750,17733,14250,3483,36394,24786,11608,1290426,1087627,202799,225299,129240,96059,11165,5736,5429,13538,7787,5751,20711,6741,13970,179885,108976,70909,195111,111309,83802,9938,5112,4826,10942,6361,4581,15927,5160,10767,158304,94676,63628,30188,17931,12257,1227,624,603,2596,1426,1170,4784,1581,3203,21581,14300,7281,2797135,976746,1820389,1
0,0,0,0,7762093,44495063,23487515,21007548,5750748,3049986,2700762,5672381,3013055,2659326,103197,54768,48429,29112875,16441276,12671599,15382188,7046239,8335949,13863735,11493883,2369852,11096675,9607952,1488723,473084,427618,45466,655706,572118,83588,924306,706735,217571,9043579,7901481,1142098,2767060,1885931,881129,83822,53631,30191,372938,273491,99447,286434,152505,133929,2023866,1406304,617562,2393281,1625031,768250,75325,48282,27043,307291,229097,78194,231901,124813,107088,1778764,1222839,555925,373779,260900,112879,8497,5349,3148,65647,44394,21253,54533,27692,26841,245102,183465,61637,30631328,11993632,18637696,1
0,0,0,0,33448035,199812341,104480510,95331831,30791331,16185581,14605750,41357608,21676975,19680633,1134273,581083,553190,114397555,68234964,46162591,85414786,36245546,49169240,65814715,49846762,15967953,44635492,37420299,7215193,15576415,13727429,1848986,9749915,7777577,1972338,2409436,1669471,739965,16899726,14245822,2653904,21179223,12426463,8752760,3481473,1784104,1697369,10189308,6025865,4163443,1489154,684665,804489,6019288,3931829,2087459,16885149,10156804,6728345,2659798,1403710,1256088,8047428,4914351,3133077,1122193,528267,593926,5055730,3310476,1745254,4294074,2269659,2024415,821675,380394,441281,2141880,1111514,1030366,366961,156398,210563,963558,621353,342205,133997626,54633748,79363878,1
0,0,0,0,2119718,12541302,6640662,5900640,2018905,1084355,934550,924991,486232,438759,1493299,776257,717042,7067233,4264671,2802562,5474069,2375991,3098078,4322713,3195090,1127623,2644149,2305788,338361,566469,486417,80052,159519,143071,16448,78826,58514,20312,1839335,1617786,221549,1678564,889302,789262,678847,279110,399737,388186,271273,116913,93760,32824,60936,517771,306095,211676,1201567,675679,525888,452472,200157,252315,272606,200263,72343,67175,26044,41131,409314,249215,160099,476997,213623,263374,226375,78953,147422,115580,71010,44570,26585,6780,19805,108457,56880,51577,8218589,3445572,4773017,1
0,0,0,0,129006,610577,323070,287507,64111,32761,31350,28275,14454,13821,206360,105261,101099,444952,251269,193683,165625,71801,93824,308138,194358,113780,230397,160513,69884,82707,50586,32121,11582,7145,4437,2888,2056,832,133220,100726,32494,77741,33845,43896,34694,12741,21953,14404,5738,8666,2255,891,1364,26388,14475,11913,54465,23668,30797,22306,7911,14395,10322,4001,6321,1485,582,903,20352,11174,9178,23276,10177,13099,12388,4830,7558,4082,1737,2345,770,309,461,6036,3301,2735,302439,128712,173727,1
0,0,0,0,9494903,51500352,26641747,24858605,8414883,4446599,3968284,9536963,4958563,4578400,8693123,4454816,4238307,26471786,16904589,9567197,25028566,9737158,15291408,24385233,13775469,10609764,16173343,11069837,5103506,9632800,6213533,3419267,2072869,1192814,880055,275153,190152,85001,4192521,3473338,719183,8211890,2705632,5506258,3725233,1136291,2588942,2661048,820329,1840719,171795,57536,114259,1653814,691476,962338,6491836,2104692,4387144,2894339,814497,2079842,2195711,681793,1513918,132127,44586,87541,1269659,563816,705843,1720054,600940,1119114,830894,321794,509100,465337,138536,326801,39668,12950,26718,384155,127660,256495,27115119,12866278,14248841,1
0,0,0,0,16862940,92341436,48073850,44267586,17383701,8971671,8412030,15344215,7964360,7379855,1270851,648535,622316,44812152,27241830,17570322,47529284,20832020,26697264,31359767,22436685,8923082,18723966,14988080,3735886,5261564,4551866,709698,9225709,7113170,2112539,624910,371674,253236,3611783,2951370,660413,12635801,7448605,5187196,1746496,1032098,714398,8606191,5060587,3545604,568291,238523,329768,1714823,1117397,597426,10297303,6292958,4004345,1414144,864809,549335,7043924,4299954,2743970,415888,185028,230860,1423347,943167,480180,2338498,1155647,1182851,332352,167289,165063,1562267,760633,801634,152403,53495,98908,291476,174230,117246,60981669,25637165,35344504,1
0,0,0,0,238974,961453,487203,474250,92705,47608,45097,216925,109872,107053,49247,24419,24828,812010,419866,392144,149443,67337,82106,353445,277559,75886,300436,250858,49578,8846,8136,710,9935,8203,1732,4872,3425,1447,276783,231094,45689,53009,26701,26308,1372,781,591,4761,2545,2216,3329,923,2406,43547,22452,21095,40033,22002,18031,1222,688,534,3748,2049,1699,2409,682,1727,32654,18583,14071,12976,4699,8277,150,93,57,1013,496,517,920,241,679,10893,3869,7024,608008,209644,398364,1
0,0,0,0,35718,153578,80273,73305,14893,7700,7193,7940,3958,3982,39214,19202,20012,123022,67024,55998,30556,13249,17307,64353,46172,18181,56715,41499,15216,596,362,234,428,287,141,733,582,151,54958,40268,14690,7638,4673,2965,273,96,177,678,299,379,363,209,154,6324,4069,2255,6453,3949,2504,226,76,150,507,228,279,283,172,111,5437,3473,1964,1185,724,461,47,20,27,171,71,100,80,37,43,887,596,291,89225,34101,55124,1
0,0,0,0,249501663,1210854977,623270258,587584719,164515253,85752254,78762999,201378372,103535314,97843058,104545716,52547215,51998501,763638812,434763622,328875190,447216165,188506636,258709529,481888868,331939875,149948993,362565571,273209976,89355595,95942413,73067137,22875276,86168706,55255858,30912848,12332802,7540768,4792034,168121650,137346213,30775437,119323297,58729899,60593398,22866367,9695797,13170570,58164984,27486479,30678505,6005366,2235762,3769604,32286580,19311861,12974719,97064448,48589581,48474867,17847735,7610532,10237203,47863565,23005463,24858102,4585018,1744338,2840680,26768130,16229248,10538882,22258849,10140318,12118531,5018632,2085265,2933367,10301419,4481016,5820403,1420348,491424,928924,5518450,3082613,2435837,728966109,291330383,437635726,0
0,0,0,0,36094,183114,98305,84809,28504,14467,14037,1296,771,525,150944,75049,75895,99142,64050,35092,83972,34255,49717,84123,55803,28320,62211,48239,13972,21050,15098,5952,5456,2673,2783,977,694,283,34728,29774,4954,21912,7564,14348,5090,1662,3428,11113,2219,8894,379,111,268,5330,3572,1758,18506,6115,12391,4431,1333,3098,9310,1742,7568,314,86,228,4451,2954,1497,3406,1449,1957,659,329,330,1803,477,1326,65,25,40,879,618,261,98991,42502,56489,1
0,0,0,0,11206781,50818259,26704022,24114237,5637563,2967992,2669571,5781079,2942706,2838373,1504136,774569,729567,40071529,21866109,18205420,10746730,4837913,5908817,18777007,14729804,4047203,17252824,13800617,3452207,307961,242667,65294,619647,395560,224087,546345,342365,203980,15778871,12820025,2958846,1524183,929187,594996,44849,24766,20083,145500,71830,73670,99392,36503,62889,1234442,796088,438354,1307184,797478,509706,41686,23100,18586,124872,62252,62620,77319,28872,48447,1063307,683254,380053,216999,131709,85290,3163,1666,1497,20628,9578,11050,22073,7631,14442,171135,112834,58301,32041252,11974218,20067034,1
0,0,0,0,2154958,10399146,5545989,4853157,1130717,610697,520020,2363193,1243546,1119647,0,0,0,7709480,4277249,3432231,2689666,1268740,1420926,3718163,3078338,639825,3343912,2846792,497120,84504,77799,6705,89172,77407,11765,127891,101617,26274,3042345,2589969,452376,374251,231546,142705,10006,5922,4084,24551,15873,8678,22818,10448,12370,316876,199303,117573,327817,200302,127515,9516,5600,3916,19486,12923,6563,18523,8380,10143,280292,173399,106893,46434,31244,15190,490,322,168,5065,2950,2115,4295,2068,2227,36584,25904,10680,6680983,2467651,4213332,1
0,0,0,0,241173,1055450,580663,474787,119434,63536,55898,199086,106356,92730,0,0,0,805438,465346,340092,250012,115317,134695,404136,328159,75977,385929,317190,68739,2169,1906,263,1396,1166,230,4219,3278,941,378145,310840,67305,18207,10969,7238,409,208,201,291,209,82,580,209,371,16927,10343,6584,15188,9057,6131,386,196,190,246,183,63,422,151,271,14134,8527,5607,3019,1912,1107,23,12,11,45,26,19,158,58,100,2793,1816,977,651314,252504,398810,1
0,0,0,0,557859,2855794,1438586,1417208,375357,194484,180873,97328,48863,48465,1167422,588279,579143,1908476,1039858,868618,947318,398728,548590,1304610,739408,565202,974163,615135,359028,466768,281162,185606,45609,24534,21075,45924,14009,31915,415862,295430,120432,330447,124273,206174,107263,45947,61316,69309,21498,47811,45432,6861,38571,108443,49967,58476,260231,98584,161647,82008,34783,47225,51290,15744,35546,35389,5180,30209,91544,42877,48667,70216,25689,44527,25255,11164,14091,18019,5754,12265,10043,1681,8362,16899,7090,9809,1551184,699178,852006,1
0,0,0,0,4012978,20069405,10462918,9606487,2483664,1306179,1177485,3074318,1597148,1477170,1039910,531635,508275,14569183,8119346,6449837,5500222,2343572,3156650,6858935,5404993,1453942,5972561,4873882,1098679,329691,273625,56066,326980,220609,106371,299484,197323,102161,5016406,4182325,834081,886374,531111,355263,40937,17004,23933,174084,80381,93703,63603,27380,36223,607750,406346,201404,745984,451323,294661,34985,14872,20113,145254,68725,76529,52200,22851,29349,513545,344875,168670,140390,79788,60602,5952,2132,3820,28830,11656,17174,11403,4529,6874,94205,61471,32734,13210470,5057925,8152545,1
0,0,0,0,1483280,6864602,3481873,3382729,777898,407459,370439,1729252,876300,852952,392126,196118,196008,5039736,2752590,2287146,1824866,729283,1095583,3559422,2043373,1516049,2062501,1438989,623512,919786,514927,404859,68668,46235,22433,32691,24576,8115,1041356,853251,188105,1496921,604384,892537,1142276,391227,751049,106370,56825,49545,26028,12591,13437,222247,143741,78506,1025060,417179,607881,757017,248341,508676,81001,44651,36350,18352,9632,8720,168690,114555,54135,471861,187205,284656,385259,142886,242373,25369,12174,13195,7676,2959,4717,53557,29186,24371,3305180,1438500,1866680,1
0,0,0,0,2056975,10086292,5137773,4948519,1355814,717199,638615,1892516,968586,923930,291903,148669,143234,6880953,3863708,3017245,3205339,1274065,1931274,3872275,2551921,1320354,2870624,2070760,799864,1045674,545561,500113,247256,196375,50881,77040,54101,22939,1500654,1274723,225931,1001651,481161,520490,534749,189851,344898,156045,90165,65880,37272,15190,22082,273585,185955,87630,756840,373473,383367,383359,134058,249301,120549,73027,47522,28304,11744,16560,224628,154644,69984,244811,107688,137123,151390,55793,95597,35496,17138,18358,8968,3446,5522,48957,31311,17646,6214017,2585852,3628165,1
0,0,0,0,200210,1066358,546011,520347,172289,87241,85048,0,0,0,789846,390625,399221,535902,309390,226512,530456,236621,293835,470315,264790,205525,377388,223929,153459,244637,127925,116712,18776,10997,7779,3371,1929,1442,110604,83078,27526,92927,40861,52066,53500,22342,31158,14782,5865,8917,2665,1011,1654,21980,11643,10337,75099,33075,42024,42899,18050,24849,12046,4639,7407,1775,680,1095,18379,9706,8673,17828,7786,10042,10601,4292,6309,2736,1226,1510,890,331,559,3601,1937,1664,596043,281221,314822,1
0,0,0,0,95018,395200,194907,200293,44514,22798,21716,110425,53793,56632,0,0,0,280882,150490,130392,114318,44417,69901,147876,105705,42171,122188,91068,31120,8014,6760,1254,42434,27078,15356,2030,1133,897,69710,56097,13613,25688,14637,11051,983,639,344,15825,8319,7506,673,249,424,8207,5430,2777,19966,11706,8260,777,515,262,12210,6612,5598,485,178,307,6494,4401,2093,5722,2931,2791,206,124,82,3615,1707,1908,188,71,117,1713,1029,684,247324,89202,158122,1
